74997,0.43,0.4,-0.06,-0.03,1
75249,0.43,0.4,-0.05,-0.04,1
75501,0.43,0.4,-0.04,-0.02,1
75749,0.43,0.4,-0.04,-0.04,1
76001,0.43,0.4,-0.03,-0.03,1
76249,0.43,0.4,-0.02,-0.01,1
76497,0.43,0.4,-0.03,0,1
76749,0.43,0.4,-0.02,0.01,1
77001,0.43,0.4,-0.02,-0.01,1
77249,0.43,0.4,-0.02,-0.01,1
77497,0.43,0.4,-0.01,-0.01,1
77749,0.43,0.4,-0.01,0.01,1
78001,0.43,0.4,-0.01,0.01,1
78249,0.43,0.4,-0.04,0.02,1
78497,0.43,0.4,-0.04,0.02,1
78749,0.43,0.4,-0.04,0.04,1
78997,0.43,0.4,-0.06,0.06,1
79249,0.43,0.4,-0.05,0.05,1
79497,0.43,0.4,-0.05,0.05,1
79749,0.43,0.4,-0.05,0.05,1
79997,0.43,0.4,-0.05,0.06,1
80249,0.43,0.4,-0.03,0.04,1
80497,0.43,0.4,-0.03,0.04,1
80749,0.43,0.4,-0.01,0.06,1
80997,0.43,0.4,0.01,0.05,1
81249,0.43,0.4,0,0.04,1
81501,0.43,0.4,-0.01,0.04,1
81749,0.43,0.4,-0.02,0.05,1
81997,0.43,0.4,-0.03,0.06,1
82249,0.43,0.4,-0.04,0.08,1
82497,0.43,0.4,-0.05,0.06,1
82749,0.43,0.4,-0.05,0.05,1
82997,0.43,0.4,-0.05,0.06,1
83249,0.43,0.4,-0.03,0.06,1
83501,0.43,0.4,-0.03,0.07,1
83749,0.43,0.4,-0.02,0.06,1
83997,0.43,0.4,-0.01,0.05,1
84249,0.43,0.4,-0.01,0.04,1
84501,0.43,0.4,-0.03,0.04,1
84749,0.43,0.4,-0.04,0.04,1
84997,0.43,0.4,-0.02,0.06,1
85249,0.43,0.4,-0.04,0.06,1
85497,0.43,0.4,-0.03,0.07,1
85749,0.43,0.4,-0.02,0.05,1
86001,0.43,0.4,-0.02,0.04,1
86249,0.43,0.4,-0.03,0.03,1
86501,0.43,0.4,-0.04,0.03,1
86749,0.43,0.4,-0.04,0.03,1
86997,0.43,0.4,-0.04,0.03,1
87249,0.43,0.4,-0.04,0.04,1
87497,0.43,0.4,-0.04,0.04,1
87749,0.43,0.4,-0.04,0.04,1
87997,0.43,0.4,-0.04,0.02,1
88249,0.43,0.4,-0.04,0.01,1
88497,0.43,0.4,-0.05,0.02,1
88749,0.43,0.4,-0.05,0.04,1
89001,0.43,0.4,-0.05,0.04,1
89249,0.43,0.4,-0.05,0.04,1
89497,0.43,0.4,-0.04,0.04,1
89749,0.43,0.4,-0.05,0.05,1
90001,0.43,0.4,-0.03,0.06,1
90249,0.43,0.4,-0.01,0.06,1
90497,0.43,0.4,-0.01,0.04,1
90749,0.43,0.4,-0.02,0.05,1
90997,0.43,0.4,-0.02,0.05,1
91249,0.43,0.4,-0.01,0.04,1
91501,0.43,0.4,-0.02,0.04,1
91749,0.43,0.4,-0.02,0.04,1
92001,0.43,0.4,-0.01,0.04,1
92249,0.43,0.4,-0.02,0.04,1
92501,0.43,0.4,-0.01,0.03,1
92749,0.43,0.4,-0.03,0.03,1
93001,0.43,0.4,-0.04,0.04,1
93249,0.43,0.4,-0.03,0.03,1
93497,0.43,0.4,-0.01,0.03,1
93749,0.43,0.4,-0.02,0.04,1
94001,0.43,0.4,-0.02,0.05,1
94249,0.43,0.4,-0.03,0.04,1
94497,0.43,0.4,-0.02,0.02,1
94749,0.43,0.4,-0.03,0.03,1
95001,0.43,0.4,-0.03,0.03,1
95253,0.43,0.4,-0.03,0.03,1
95497,0.43,0.4,-0.04,0.04,1
95749,0.43,0.4,-0.04,0.04,1
96001,0.43,0.4,-0.02,0.06,1
96249,0.43,0.4,-0.02,0.06,1
96497,0.43,0.4,-0.04,0.06,1
96749,0.43,0.4,-0.04,0.06,1
97001,0.43,0.4,-0.03,0.07,1
97253,0.43,0.4,-0.05,0.08,1
97501,0.43,0.4,-0.05,0.06,1
97749,0.43,0.4,-0.04,0.06,1
98001,0.43,0.4,-0.02,0.06,1
98249,0.43,0.4,-0.03,0.06,1
98501,0.43,0.4,-0.02,0.04,1
98749,0.43,0.4,-0.02,0.04,1
99001,0.43,0.4,-0.03,0.03,1
99249,0.43,0.4,-0.04,0.02,1
99497,0.43,0.4,-0.02,0.02,1
99749,0.43,0.4,-0.02,0.04,1
1e+05,0.43,0.4,-0.03,0.03,1
1.0025e+05,0.43,0.4,-0.04,0.04,1
1.005e+05,0.43,0.4,-0.04,0.04,1
1.0075e+05,0.43,0.4,-0.05,0.05,1
1.01e+05,0.43,0.4,-0.05,0.05,1
1.0125e+05,0.43,0.4,-0.05,0.04,1
1.015e+05,0.43,0.4,-0.05,0.04,1
1.0175e+05,0.43,0.4,-0.04,0.04,1
1.02e+05,0.43,0.4,-0.04,0.04,1
1.0225e+05,0.43,0.4,-0.04,0.05,1
1.025e+05,0.43,0.4,-0.04,0.06,1
1.0275e+05,0.43,0.4,-0.03,0.07,1
1.03e+05,0.43,0.4,-0.03,0.07,1
1.0325e+05,0.43,0.4,-0.01,0.08,1
1.035e+05,0.43,0.4,-0.03,0.07,1
1.0375e+05,0.43,0.4,-0.03,0.06,1
1.04e+05,0.43,0.4,-0.03,0.04,1
1.0425e+05,0.43,0.4,-0.04,0.04,1
1.045e+05,0.43,0.4,-0.06,0.04,1
1.0475e+05,0.43,0.4,-0.06,0.04,1
1.05e+05,0.43,0.4,-0.05,0.04,1
1.225e+05,0.97,0.38,-0.06,-0.01,2
1.2275e+05,0.97,0.38,-0.04,-0.01,2
1.23e+05,0.97,0.38,-0.02,0.01,2
1.2325e+05,0.97,0.38,-0.03,0,2
1.235e+05,0.97,0.38,-0.03,0,2
1.2375e+05,0.97,0.38,-0.06,0,2
1.24e+05,0.97,0.38,-0.04,-0.01,2
1.2425e+05,0.97,0.38,-0.04,0.01,2
1.245e+05,0.97,0.38,-0.05,-0.02,2
1.2475e+05,0.97,0.38,-0.04,-0.04,2
1.25e+05,0.97,0.38,-0.06,-0.02,2
1.2525e+05,0.97,0.38,-0.08,0,2
1.255e+05,0.97,0.38,-0.07,0.03,2
1.2575e+05,0.97,0.38,-0.08,0.03,2
1.26e+05,0.97,0.38,-0.08,0.04,2
1.2625e+05,0.97,0.38,-0.06,-0.01,2
1.265e+05,0.97,0.38,-0.04,-0.04,2
1.2675e+05,0.97,0.38,-0.06,-0.01,2
1.27e+05,0.97,0.38,-0.09,-0.01,2
1.2725e+05,0.97,0.38,-0.09,-0.04,2
1.275e+05,0.97,0.38,-0.09,-0.04,2
1.2775e+05,0.97,0.38,-0.09,-0.02,2
1.28e+05,0.97,0.38,-0.07,0.01,2
1.2825e+05,0.97,0.38,-0.07,0.01,2
1.285e+05,0.97,0.38,-0.08,0.02,2
1.2875e+05,0.97,0.38,-0.07,0.03,2
1.29e+05,0.97,0.38,-0.07,0.03,2
1.2925e+05,0.97,0.38,-0.07,0,2
1.295e+05,0.97,0.38,-0.06,-0.01,2
1.2975e+05,0.97,0.38,-0.07,0,2
1.3e+05,0.97,0.38,-0.06,-0.01,2
1.3025e+05,0.97,0.38,-0.07,0,2
1.305e+05,0.97,0.38,-0.06,-0.01,2
1.3075e+05,0.97,0.38,-0.06,0.01,2
1.31e+05,0.97,0.38,-0.08,0.02,2
1.3125e+05,0.97,0.38,-0.08,0.01,2
